小微企业ID,主管税务机关,所欠税种,欠税属期,欠税余额(元),具体日期
Q01894,江苏省苏州地方税务局,印花税,,0,Apr-16
Q01894,昆山市地方税务局,印花税,,0,Jan-16
Q01907,常熟市地方税务局,印花税,,0,Jul-12
Q01915,,印花税,,0,Jan-12
Q01934,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,0,Jan-15
Q01950,苏州市地方税务局,城市维护建设税,,1000,Jan-14
Q01984,常熟市地方税务局,营业税,,7000,Jul-12
Q01991,,印花税,,0,Apr-18
Q01996,,城市维护建设税,,3000,Apr-18
Q01996,,个人所得税,,0,Apr-18
Q01996,,印花税,,0,Apr-18
Q01996,江苏省昆山市国家税务局,增值税,,6000,Jan-18
Q01996,,个人所得税,,0,Jan-18
Q01996,,印花税,,0,Jan-18
Q01996,,城市维护建设税,,3000,Jan-18
Q01996,江苏省昆山市国家税务局,增值税,,6000,Oct-17
Q01996,江苏省昆山市地方税务局,个人所得税,,0,Oct-17
Q01996,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q01996,江苏省昆山市地方税务局,城市维护建设税,,3000,Oct-17
Q01996,江苏省昆山市国家税务局,城市维护建设税,,2000,Jul-17
Q01996,苏州市昆山地方税务局,城市维护建设税,,2000,Apr-17
Q01996,昆山市国家税务局,增值税,,31000,Jan-17
Q01996,,城市维护建设税,,2000,Jan-17
Q01996,昆山市地方税务局,10109|城市维护建设税,2016/7/1,2000,Aug-16
Q02004,常熟市国家税务局,城镇土地使用税,,18000,Mar-18
Q02004,常熟市国家税务局,印花税,,0,Mar-18
Q02004,常熟市国家税务局,房产税,,22000,Mar-18
Q02004,常熟市国家税务局,城市维护建设税,,0,Mar-18
Q02004,常熟市国家税务局,个人所得税,,0,Mar-18
Q02004,常熟市国家税务局,城镇土地使用税,,18000,Dec-17
Q02004,常熟市国家税务局,房产税,,13000,Dec-17
Q02004,常熟市国家税务局,城镇土地使用税,,18000,Sep-17
Q02004,常熟市国家税务局,房产税,,13000,Sep-17
Q02004,常熟市国家税务局,城镇土地使用税,,18000,Jul-17
Q02004,常熟市国家税务局,房产税,,13000,Jul-17
Q02004,常熟市国家税务局,城镇土地使用税,,18000,Apr-17
Q02004,常熟市国家税务局,房产税,,13000,Apr-17
Q02006,,增值税,,0,Jul-16
Q02014,江苏省昆山市国家税务局,增值税,,13000,Apr-18
Q02014,江苏省昆山市国家税务局,增值税,,18000,Jan-18
Q02014,江苏省昆山市国家税务局,增值税,,13000,Oct-17
Q02016,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q02020,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q02020,苏州市昆山地方税务局,印花税,,0,Apr-17
Q02020,,印花税,,0,Jan-17
Q02020,,个人所得税,,0,Jan-17
Q02022,江苏省地方税务局,教育费附加,,1000,Dec-17
Q02022,江苏省地方税务局,城市维护建设税,,1000,Dec-17
Q02022,江苏省地方税务局,地方教育附加,,1000,Dec-17
Q02022,江苏省地方税务局,教育费附加,,1000,Sep-17
Q02022,江苏省地方税务局,城市维护建设税,,1000,Sep-17
Q02022,江苏省地方税务局,地方教育附加,,1000,Sep-17
Q02022,江苏省地方税务局,教育费附加,,1000,Jun-17
Q02022,江苏省地方税务局,城市维护建设税,,1000,Jun-17
Q02022,江苏省地方税务局,地方教育附加,,1000,Jun-17
Q02022,苏州市相城地方税务局,教育费附加,,1000,Mar-17
Q02022,苏州市相城地方税务局,城市维护建设税,,1000,Mar-17
Q02022,苏州市相城地方税务局,地方教育附加,,1000,Mar-17
Q02022,相城市地方税务局,城市维护建设税,,1000,Jul-16
Q02022,相城市地方税务局,城市维护建设税,,1000,Apr-16
Q02022,苏州市地方税务局相城区分局,城市维护建设税,,1000,Apr-16
Q02022,相城市地方税务局,城市维护建设税,,1000,Jan-16
Q02022,,增值税,,28000,Jan-16
Q02022,相城市地方税务局,10111|印花税,2016/8/1,0,Jan-12
Q02022,,30216|地方教育附加,2015/11/1,1000,Jan-12
Q02022,,30203|教育费附加,2015/11/1,1000,Jan-12
Q02022,相城市地方税务局,10109|城市维护建设税,2015/11/1,1000,Jan-12
Q02026,昆山市国家税务局,增值税,,0,Jan-16
Q02027,,城市维护建设税,,1000,Apr-18
Q02027,,印花税,,0,Apr-18
Q02043,相城国家税务局,10111|印花税,,0,Jun-17
Q02043,相城国家税务局,10109|城市维护建设税,,0,Jun-17
Q02043,相城市地方税务局,城市维护建设税,,0,Jul-16
Q02043,相城市地方税务局,城市维护建设税,,0,Apr-16
Q02043,苏州市地方税务局,城市维护建设税,,0,Jan-14
Q02043,苏州市地方税务局,印花税,,0,Jan-14
Q02043,,30216|地方教育附加,2016/8/1,0,Jan-12
Q02043,,30203|教育费附加,2016/8/1,0,Jan-12
Q02043,,30216|地方教育附加,2015/12/1,0,Jan-12
Q02043,,30203|教育费附加,2015/12/1,0,Jan-12
Q02043,相城市地方税务局,10109|城市维护建设税,2016/8/1,0,Jan-12
Q02043,相城市地方税务局,10109|城市维护建设税,2015/12/1,0,Jan-12
Q02051,昆山市国家税务局,增值税,,0,Jan-16
Q02065,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,1000,Jan-15
Q02109,苏州市地方税务局,印花税,,0,Oct-15
Q02114,吴中市地方税务局,城市维护建设税,,2000,Jan-16
Q02168,常熟市地方税务局,印花税,,1000,Jul-12
Q02168,江苏省地方税务局,城市维护建设税,,1000,Apr-12
Q02168,,城市维护建设税,,1000,Jan-12
Q02168,常熟市地方税务局,印花税,,1000,Oct-11
Q02170,江苏省昆山市国家税务局,增值税,,0,Apr-18
Q02197,苏州市地方税务局吴中区分局,个人所得税,,0,Jul-12
Q02197,,印花税,,0,Apr-12
Q02197,,印花税,,0,Jan-12
Q02197,常熟市地方税务局,印花税,,0,Oct-11
Q02200,常熟市地方税务局,印花税,,0,Jul-12
Q02200,,印花税,,1000,Apr-12
Q02275,江苏省昆山市国家税务局,增值税,,20000,Jan-18
Q02293,,营业税,,0,Oct-11
Q02353,江苏省地方税务局,印花税,,0,Apr-12
Q02378,苏州市地方税务局,10109|城市维护建设税,2015/12/1,0,Jan-16
Q02385,江苏省地方税务局,营业税,,1000,Aug-11
Q19943,常州市地方税务局武进分局,印花税,,0,Oct-15
Q19943,常州市地方税务局武进分局,印花税,,0,Aug-15
Q19943,武进地税局,印花税,,0,Jun-15
Q19943,武进地税局,印花税,,0,Mar-15
Q02257,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q02262,,增值税,,26000,Jan-17
Q02262,,企业所得税,,114000,Jul-16
Q02268,吴中市地方税务局,印花税,,0,Jul-16
Q02268,吴中市地方税务局,城市维护建设税,,3000,Jul-16
Q02268,苏州市地方税务局吴中区分局,印花税,,0,Oct-15
Q02268,苏州市地方税务局吴中区分局,城市维护建设税,,1000,Oct-15
Q02268,苏州市地方税务局吴中区分局,城市维护建设税,,8000,Oct-15
Q02428,苏州市地方税务局,城市维护建设税,,1000,Apr-16
Q02428,江苏省苏州地方税务局,城市维护建设税,,1000,Apr-16
Q02452,苏州市地方税务局,城市维护建设税,,0,Jul-14
Q02452,苏州市地方税务局,印花税,,0,Apr-14
Q02452,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q02452,苏州市地方税务局,城市维护建设税,,0,Jan-14
Q02471,相城国家税务局,10111|印花税,,0,Jun-17
Q02489,,增值税,,25000,Nov-16
Q02489,,增值税,,50000,Jul-16
Q02489,,增值税,,50000,Apr-16
Q02498,江苏省地方税务局,教育费附加,,3000,Dec-17
Q02498,江苏省地方税务局,城市维护建设税,,7000,Dec-17
Q02498,江苏省地方税务局,地方教育附加,,2000,Dec-17
Q02498,江苏省地方税务局,个人所得税,,1000,Dec-17
Q02498,苏州市国家税务局,增值税,,0,Aug-17
Q02501,太仓市地方税务局,城镇土地使用税,,202000,Jul-16
Q02501,太仓市地方税务局,房产税,,387000,Jul-16
Q02501,太仓市地方税务局,城镇土地使用税,,166000,Apr-16
Q02501,太仓市地方税务局,房产税,,324000,Apr-16
Q02501,太仓市地方税务局,城镇土地使用税,,131000,Jan-16
Q02501,太仓市地方税务局,房产税,,261000,Jan-16
Q02501,太仓市地方税务局,城镇土地使用税,,106000,Oct-15
Q02501,太仓市地方税务局,房产税,,197000,Oct-15
Q02501,太仓市地方税务局,城镇土地使用税,,71000,Oct-15
Q02501,太仓市地方税务局,房产税,,134000,Oct-15
Q02501,太仓市地方税务局,城镇土地使用税,,35000,Sep-15
Q02501,太仓市地方税务局,房产税,,67000,Sep-15
Q02501,太仓市地方税务局,10112|城镇土地使用税,2015/1/1,25000,Jul-15
Q02501,太仓市地方税务局,10112|城镇土地使用税,2014/10/1,35000,Jul-15
Q02501,太仓市地方税务局,10110|房产税,2016/1/1,63000,Jul-15
Q02501,太仓市地方税务局,10110|房产税,2015/1/1,67000,Jul-15
Q02552,,增值税,,13000,Apr-17
Q02591,常熟市地方税务局,营业税,,3000,Oct-11
Q02601,常熟市地方税务局,印花税,,0,Sep-15
Q02601,常熟市地方税务局,城市维护建设税,,0,Sep-15
Q02621,江苏省地方税务局,印花税,,0,Dec-17
Q02621,江苏省地方税务局,印花税,,0,Sep-17
Q02621,江苏省地方税务局,印花税,,0,Jun-17
Q02621,苏州市昆山地方税务局,印花税,,0,Apr-17
Q02621,,印花税,,0,Jan-17
Q02621,昆山市地方税务局,10111|印花税,2016/1/1,0,Aug-16
Q02621,昆山市地方税务局,印花税,,0,Jul-16
Q02621,昆山市地方税务局,印花税,,0,Apr-16
Q02621,江苏省苏州地方税务局,印花税,,0,Apr-16
Q02622,苏州市地方税务局,企业所得税,,61000,Jul-16
Q02622,苏州市地方税务局,企业所得税,,61000,Apr-16
Q02622,苏州市地方税务局,企业所得税,,61000,Jan-16
Q02622,苏州市地方税务局,10104|企业所得税,2010/1/1,61000,Jan-16
Q02622,苏州市地方税务局,企业所得税,,61000,Oct-15
Q02622,苏州市国家税务局,企业所得税,,61000,Sep-15
Q02622,苏州市地方税务局,企业所得税,,61000,Jul-14
Q02622,苏州市地方税务局,企业所得税,,61000,Apr-14
Q02622,苏州市地方税务局,企业所得税,,61000,Jan-14
Q02622,常州市地方税务局,企业所得税,,61000,Jul-12
Q02622,江苏省地方税务局,企业所得税,,61000,Apr-12
Q02668,吴中市地方税务局,个人所得税,,0,Jul-16
Q02678,苏州市地方税务局,城市维护建设税,,1000,Jul-14
Q02678,苏州市地方税务局,个人所得税,,0,Jul-14
Q02678,苏州市地方税务局,城市维护建设税,,1000,Apr-14
Q02691,苏州市地方税务局,印花税,,0,Apr-16
Q02691,苏州市地方税务局,城市维护建设税,,1000,Apr-16
Q02691,江苏省苏州地方税务局,印花税,,0,Apr-16
Q02691,江苏省苏州地方税务局,城市维护建设税,,1000,Apr-16
Q02700,,增值税,,2000,Apr-17
Q02729,江苏省昆山市国家税务局,增值税,,10000,Apr-17
Q02740,江苏省昆山市国家税务局,企业所得税,,3000,Apr-18
Q02740,江苏省昆山市国家税务局,增值税,,50000,Apr-18
Q02740,,印花税,,0,Apr-18
Q02740,,城市维护建设税,,4000,Apr-18
Q02740,江苏省昆山市国家税务局,增值税,,6000,Jan-18
Q02740,,城市维护建设税,,3000,Jan-18
Q02740,,印花税,,0,Jan-18
Q02740,江苏省昆山市国家税务局,增值税,,12000,Oct-17
Q02740,江苏省昆山市地方税务局,城市维护建设税,,2000,Oct-17
Q02740,江苏省昆山市国家税务局,增值税,,21000,Jul-17
Q02740,江苏省昆山市国家税务局,城市维护建设税,,2000,Jul-17
Q02740,江苏省昆山市国家税务局,增值税,,9000,Apr-17
Q02740,昆山市国家税务局,增值税,,11000,Jan-17
Q02740,,增值税,,0,Jul-16
Q02746,,印花税,,0,Apr-18
Q02746,,印花税,,0,Jan-18
Q02746,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q02746,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q02746,苏州市昆山地方税务局,印花税,,0,Apr-17
Q02752,江苏省昆山市地方税务局,个人所得税,,1000,Oct-17
Q02760,苏州市国家税务局,增值税,,0,Oct-17
Q02764,江苏省昆山市国家税务局,增值税,,11000,Apr-17
Q02764,苏州市昆山地方税务局,印花税,,0,Apr-17
Q02764,苏州市昆山地方税务局,城市维护建设税,,1000,Apr-17
Q02764,,印花税,,0,Jan-17
Q02765,江苏省昆山市国家税务局,增值税,,7000,Jul-17
Q02767,江苏省昆山市国家税务局,企业所得税,,2000,Jul-17
Q02767,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q02767,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q02770,常熟市国家税务局,增值税,,67000,Mar-18
Q02770,江苏省地方税务局,教育费附加,,2000,Dec-17
Q02770,江苏省地方税务局,城市维护建设税,,3000,Dec-17
Q02770,江苏省地方税务局,地方教育附加,,1000,Dec-17
Q02770,江苏省地方税务局,印花税,,0,Dec-17
Q02770,常熟市国家税务局,增值税,,67000,Dec-17
Q02770,常熟市国家税务局,印花税,,0,Sep-17
Q02770,常熟市国家税务局,城市维护建设税,,3000,Sep-17
Q02770,常熟市国家税务局,印花税,,0,Jul-17
Q02770,常熟市国家税务局,城市维护建设税,,3000,Jul-17
Q02770,常熟市国家税务局,增值税,,67000,Jul-17
Q02770,常熟市国家税务局,增值税,,67000,Apr-17
Q02770,常熟市国家税务局,城市维护建设税,,3000,Apr-17
Q02770,常熟市国家税务局,印花税,,0,Apr-17
Q02803,常熟市地方税务局,营业税,,3000,Jul-12
Q02803,,营业税,,3000,Apr-12
Q02803,常熟市地方税务局,营业税,,3000,Jan-12
Q02803,,营业税,,3000,Oct-11
Q02813,昆山市地方税务局,10104|企业所得税,2015/1/1,0,Aug-16
Q02813,昆山市地方税务局,企业所得税,,0,Jul-16
Q02813,昆山市地方税务局,企业所得税,,1000,Oct-15
Q02863,,城市维护建设税,,0,Jul-12
Q02863,,城市维护建设税,,0,Apr-12
Q02871,昆山市地方税务局,城市维护建设税,,3000,Oct-15
Q02888,苏州市地方税务局,印花税,,0,Jan-14
Q02923,昆山市地方税务局,印花税,,0,Apr-16
Q02923,江苏省苏州地方税务局,印花税,,0,Apr-16
Q02957,吴忠市地方税务局,10111|印花税,2015/1/1,0,Jan-15
Q02979,江苏省昆山市国家税务局,增值税,,3000,Apr-17
Q02979,江苏省昆山市国家税务局,企业所得税,,1000,Apr-17
Q02979,苏州市昆山地方税务局,城市维护建设税,,1000,Apr-17
Q02980,,印花税,,0,Apr-18
Q02980,昆山市地方税务局,印花税,,0,Apr-16
Q02980,江苏省苏州地方税务局,印花税,,0,Apr-16
Q02984,,印花税,,0,Apr-18
Q02987,江苏省昆山市国家税务局,增值税,,4000,Jan-18
Q02992,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q02992,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q02992,,城市维护建设税,,0,Jan-17
Q02995,江苏省昆山市国家税务局,企业所得税,,55000,Apr-18
Q02995,江苏省昆山市国家税务局,企业所得税,,55000,Jan-18
Q02995,江苏省昆山市国家税务局,企业所得税,,55000,Oct-17
Q02996,江苏省昆山市国家税务局,增值税,,3000,Jan-18
Q03000,江苏省昆山市国家税务局,增值税,,4000,Jan-18
Q03000,江苏省昆山市国家税务局,增值税,,30000,Oct-17
Q03063,,印花税,,0,Apr-18
Q03085,苏州市地方税务局,印花税,,0,Apr-14
Q03115,苏州市地方税务局,印花税,,0,Oct-15
Q03154,江苏省昆山市国家税务局,增值税,,9000,Apr-18
Q03154,,城市维护建设税,,1000,Apr-18
Q03154,,印花税,,0,Apr-18
Q03154,江苏省昆山市国家税务局,增值税,,0,Oct-17
Q03154,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q03154,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q03154,江苏省昆山市国家税务局,增值税,,24000,Apr-17
Q03154,昆山市国家税务局,增值税,,33000,Jan-17
Q03195,常熟市地方税务局,房产税,,1000,Jan-12
Q03204,常熟市地方税务局,个人所得税,,6000,Oct-11
Q03233,江苏省昆山市地方税务局,城市维护建设税,,1000,Oct-17
Q03233,江苏省昆山市国家税务局,增值税,,21000,Jul-17
Q03233,江苏省昆山市国家税务局,城市维护建设税,,1000,Jul-17
Q03233,江苏省昆山市国家税务局,增值税,,26000,Apr-17
Q03233,苏州市昆山地方税务局,城市维护建设税,,1000,Apr-17
Q03233,,城市维护建设税,,1000,Jan-17
Q03233,昆山市地方税务局,10109|城市维护建设税,2016/8/1,1000,Aug-16
Q03234,江苏省昆山市国家税务局,增值税,,35000,Apr-17
Q03235,江苏省昆山市国家税务局,增值税,,4000,Apr-18
Q03235,,城市维护建设税,,1000,Apr-18
Q03235,,印花税,,0,Apr-18
Q03235,江苏省昆山市国家税务局,增值税,,10000,Jan-18
Q03235,江苏省昆山市国家税务局,增值税,,10000,Oct-17
Q03235,江苏省昆山市地方税务局,城市维护建设税,,1000,Oct-17
Q03235,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q03236,,企业所得税,,4000,Jan-17
Q03238,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q03238,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q03238,,印花税,,0,Jan-17
Q03238,,城市维护建设税,,0,Jan-17
Q03238,昆山市地方税务局,10109|城市维护建设税,2016/8/1,0,Aug-16
Q03247,吴中市地方税务局,印花税,,0,Apr-16
Q03247,江苏省苏州地方税务局,印花税,,0,Apr-16
Q03247,吴中市地方税务局,印花税,,0,Jan-16
Q03260,常熟市地方税务局,个人所得税,,0,Jul-12
Q03274,昆山市地方税务局,10111|印花税,2016/8/1,0,Aug-16
Q03286,吴忠市地方税务局,10106|个人所得税,2016/8/1,0,Jan-15
Q03305,常熟市地方税务局,印花税,,0,Jul-12
Q03305,江苏省地方税务局,印花税,,0,Apr-12
Q03305,,印花税,,0,Jan-12
Q03329,,房产税,,12000,Apr-12
Q03329,,房产税,,12000,Oct-11
Q03362,,印花税,,2000,Jan-12
Q03362,常熟市地方税务局,个人所得税,,6000,Oct-11
Q03375,,印花税,,0,Apr-18
Q03375,,个人所得税,,0,Jan-17
Q03381,苏州市地方税务局吴中区分局,城市维护建设税,,0,Jul-12
Q03381,,城市维护建设税,,0,Apr-12
Q03381,,城市维护建设税,,0,Jan-12
Q03381,常熟市地方税务局,城市维护建设税,,0,Oct-11
Q03386,江苏省昆山市地方税务局,个人所得税,,0,Oct-17
Q03386,江苏省昆山市国家税务局,个人所得税,,0,Jul-17
Q03413,江苏省昆山市国家税务局,增值税,,39000,Apr-18
Q03450,江苏省昆山市国家税务局,增值税,,16000,Jul-17
Q03492,苏州市昆山地方税务局,印花税,,0,Apr-17
Q03492,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q03492,,城市维护建设税,,0,Jan-17
Q03492,,印花税,,0,Jan-17
Q03492,昆山市地方税务局,10111|印花税,2016/7/1,0,Aug-16
Q03492,昆山市地方税务局,10109|城市维护建设税,2016/8/1,0,Aug-16
Q03492,昆山市地方税务局,10109|城市维护建设税,2016/7/1,0,Aug-16
Q03500,江苏省昆山市国家税务局,增值税,,20000,Apr-18
Q03500,江苏省昆山市国家税务局,企业所得税,,331000,Apr-18
