小微企业ID,诉讼地位,审理机关,涉案事由,公告类型,日期类别,具体日期
Q01008,被告,江苏省太仓市人民法院,股东知情权纠纷,开庭信息,开庭时间,2014年8月
Q01008,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2014年6月
Q01008,被告,江苏省太仓市人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2014年2月
Q01008,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2013年12月
Q01008,原告,上海市奉贤区人民法院,买卖合同纠纷,开庭信息,开庭时间,2013年8月
Q01012,被告,上海市浦东新区人民法院,金融借款合同纠纷,开庭信息,开庭时间,2018年3月
Q01015,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年10月
Q01015,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年8月
Q01016,,江苏省苏州市吴中区人民法院,买卖合同纠纷,开庭信息,开庭时间,2012年10月
Q01018,被告/被告人/被上诉人/被申请人,浙江省嘉善县人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年12月
Q01018,被告,浙江省嘉善县人民法院,,审理进度,立案时间,2015年11月
Q01018,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年4月
Q01021,当事人,昔阳县人民法院,建设工程合同纠纷,开庭信息,开庭时间,2017年11月
Q01038,,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年12月
Q01042,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年4月
Q01050,当事人,江苏省昆山市人民法院,,公示催告,送达时间,2017年2月
Q01050,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年6月
Q01050,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年4月
Q01059,被告,上海市闵行区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年9月
Q01065,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2017年7月
Q01068,申请执行人,广东省深圳市龙岗区人民法院,买卖合同纠纷,审理进度,立案时间,2017年7月
Q01068,被上诉人原告,广东省深圳市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年3月
Q01068,被上诉人原告,广东省深圳市中级人民法院,,审理进度,立案时间,2017年2月
Q01068,原告,广东省深圳市龙岗区人民法院,买卖合同纠纷,审理进度,立案时间,2016年8月
Q01084,原告,江苏省太仓市人民法院,经济补偿金纠纷,开庭信息,开庭时间,2017年12月
Q01085,原告,江苏省常熟市人民法院,,裁判文书,送达时间,2015年8月
Q01085,原告,江苏省常熟市人民法院,,诉状副本及开庭传票,送达时间,2015年4月
Q01085,原告,江苏省常熟市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q01094,被告,江苏省苏州市吴中区人民法院,,开庭信息,开庭时间,2014年12月
Q01095,当事人,江苏省张家港市人民法院,,起诉状副本及开庭传票,送达时间,2018年1月
Q01100,原告,上海市静安区人民法院,装饰装修合同纠纷,开庭信息,开庭时间,2017年10月
Q01102,原告,江苏省张家港市人民法院,房屋租赁合同纠纷,审理进度,立案时间,2015年3月
Q01105,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年6月
Q01111,原告,上海市长宁区人民法院,定作合同纠纷,开庭信息,开庭时间,2017年11月
Q01116,原告,江苏省苏州市相城区人民法院,,开庭信息,开庭时间,2014年12月
Q01116,被告,江苏省苏州市相城区人民法院,确认劳动关系纠纷,审理进度,立案时间,2014年11月
Q01120,被告,上海市普陀区人民法院,买卖合同纠纷,开庭信息,开庭时间,2018年4月
Q01121,原告/上诉人,上海市闵行区人民法院,承揽合同纠纷,开庭信息,开庭时间,2015年6月
Q01131,原告,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2017年4月
Q01131,原告,江苏省苏州市吴中区人民法院,,起诉状副本及开庭传票,送达时间,2016年12月
Q01135,上诉人,江苏省苏州市中级人民法院,商品房销售合同纠纷,开庭信息,开庭时间,2016年3月
Q01135,被告,江苏省张家港市人民法院,金融借款合同纠纷,审理进度,立案时间,2015年2月
Q01135,被告,江苏省苏州市虎丘区人民法院,商品房预售合同纠纷,审理进度,立案时间,2015年1月
Q01135,原告,江苏省苏州市虎丘区人民法院,商品房销售合同纠纷,审理进度,立案时间,2014年11月
Q01135,被告,江苏省苏州市虎丘区人民法院,商品房销售合同纠纷,审理进度,立案时间,2014年10月
Q01135,被告,江苏省苏州市虎丘区人民法院,商品房买卖合同纠纷,审理进度,立案时间,2014年5月
Q01136,上诉人,江苏省吴江市人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2016年4月
Q01136,当事人,江苏省苏州市吴中区人民法院,,开庭信息,开庭时间,2014年12月
Q01136,原告,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2014年4月
Q01141,原告,江苏省张家港市人民法院,行政案件,开庭信息,开庭时间,2017年11月
Q01141,原告,江苏省张家港市人民法院,,起诉状副本及开庭传票,送达时间,2017年3月
Q01141,被告,江苏省江阴市人民法院,票据追索权纠纷,开庭信息,开庭时间,2016年12月
Q01141,,江苏省常州市武进区人民法院,,开庭信息,开庭时间,2014年9月
Q01152,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年6月
Q01156,当事人,江苏省苏州市姑苏区人民法院,,裁判文书,送达时间,2014年7月
Q01156,当事人,江苏省苏州市姑苏区人民法院,,送达诉状副本及开庭传票,送达时间,2014年3月
Q01178,上诉人,江苏省苏州市中级人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2014年12月
Q01178,原告,广东省深圳市宝安区人民法院,买卖合同纠纷,开庭信息,开庭时间,2013年8月
Q01178,被告,广东省深圳市宝安区人民法院,,其他审判流程信息,立案时间,2013年6月
Q01185,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年3月
Q01197,当事人,江苏省苏州工业园区人民法院,,裁判文书,送达时间,2012年5月
Q01197,当事人,江苏省苏州工业园区人民法院,,开庭传票,送达时间,2012年2月
Q01200,被告,广东省深圳前海合作区人民法院,,审理进度,立案时间,2017年2月
Q01200,申请人,劳动争议仲裁委员会,,送达仲裁文书,送达时间,2016年10月
Q01208,,江苏省无锡市锡山区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2013年4月
Q01208,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年2月
Q01209,被告,江苏省苏州市吴中区人民法院,机动车交通事故责任纠纷,审理进度,立案时间,2014年11月
Q01210,原告/上诉人,上海市闵行区人民法院,建设工程合同纠纷,开庭信息,开庭时间,2014年10月
Q01213,被告,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年12月
Q01231,原告,江苏省苏州市吴中区人民法院,,诉状副本及开庭传票,送达时间,2015年7月
Q01238,当事人,江苏省苏州市吴中区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年9月
Q01242,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年9月
Q01242,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年2月
Q01242,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年12月
Q01242,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年7月
Q01246,被告,浙江省嘉善县人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年4月
Q01264,申请人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年11月
Q01264,申请人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年8月
Q01264,当事人,江苏省张家港市人民法院,,起诉状副本及开庭传票,送达时间,2012年6月
Q01268,被告/被上诉人,上海市金山区人民法院,承揽合同纠纷,开庭信息,开庭时间,2015年7月
Q01270,申请人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年4月
Q01270,申请人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年1月
Q01305,原告,江苏省南通市港闸区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年6月
Q01311,当事人,江苏省苏州市吴中区人民法院,,送达诉状副本及开庭传票,送达时间,2014年1月
Q01314,原告,湖北省宜昌市猇亭区人民法院,,审理进度,立案时间,2014年5月
Q01317,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q01328,被告,江苏省常熟市人民法院,房屋买卖合同纠纷,审理进度,立案时间,2015年1月
Q01343,原告,浙江省嘉兴市南湖区人民法院,,审理进度,立案时间,2018年4月
Q01356,被告,江苏省苏州市相城区人民法院,加工合同纠纷,审理进度,立案时间,2015年4月
Q01356,被申请人,苏州市相城区劳动人事争议仲裁委员会,工伤保险,开庭信息,开庭时间,2012年7月
Q01361,原告,江苏省太仓市人民法院,建设工程合同纠纷,开庭信息,开庭时间,2017年7月
Q01361,申请人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2017年5月
Q01366,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年7月
Q01366,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年6月
Q01370,当事人,广东省珠海市香洲区人民法院,,开庭信息,开庭时间,2016年12月
Q01377,被告,上海市闵行区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年9月
Q01380,原告,江苏省太仓市人民法院,,开庭信息,开庭时间,2015年3月
Q01380,原告,江苏省太仓市人民法院,,诉状副本及开庭传票,送达时间,2014年12月
Q01380,异议人(申请执行人),江苏省太仓市人民法院,其他民事,开庭信息,开庭时间,2014年11月
Q01395,被上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,开庭信息,开庭时间,2017年12月
Q01410,被告,湖北省武汉市汉南区人民法院,,审理进度,立案时间,2018年1月
Q01410,被告,湖北省武汉市中级人民法院,,审理进度,立案时间,2017年7月
Q01463,当事人,广东省佛山市三水区人民法院,,开庭信息,开庭时间,2016年1月
Q01470,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年3月
Q01470,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年1月
Q01470,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年7月
Q01473,被告,上海市第一中级人民法院,服务合同纠纷,开庭信息,开庭时间,2016年5月
Q01473,原告,上海市奉贤区人民法院,服务合同纠纷,开庭信息,开庭时间,2016年3月
Q01506,被告,浙江省桐乡市人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2016年2月
Q01506,被告,浙江省桐乡市人民法院,,审理进度,立案时间,2015年12月
Q01507,当事人,江苏省太仓市人民法院,,起诉状、上诉状副本,送达时间,2018年4月
Q01507,申请人,常熟市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2018年1月
Q01507,被告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2018年1月
Q01507,申请人,江苏省兴化市人民法院,,起诉状副本及开庭传票,送达时间,2017年11月
Q01507,申请人,江苏省常熟市人民法院,,裁判文书,送达时间,2017年11月
Q01507,申请人,江苏省太仓市人民法院,,起诉状副本及开庭传票,送达时间,2017年10月
Q01507,被告,江苏省常熟市人民法院,商品房销售合同纠纷,审理进度,立案时间,2014年12月
Q01518,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2017年10月
Q01518,当事人,江苏省太仓市人民法院,,送达裁判文书,送达时间,2016年10月
Q01518,当事人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2016年8月
Q01518,当事人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2016年7月
Q01518,申请人,太仓市沙溪仲裁庭,,送达仲裁文书,送达时间,2016年7月
Q01518,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年6月
Q01523,被告,江苏省无锡市中级人民法院,,开庭信息,开庭时间,2015年7月
Q01526,原审被告,江苏省苏州市中级人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2015年7月
Q01526,被告,江苏省张家港市人民法院,建设工程施工合同纠纷,审理进度,立案时间,2015年2月
Q01546,被告,江苏省张家港市人民法院,追偿权纠纷,审理进度,立案时间,2014年11月
Q01552,被告,江苏省苏州市吴中区人民法院,借款合同纠纷,审理进度,立案时间,2014年11月
Q01562,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2016年9月
Q01572,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2014年12月
Q01572,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2014年8月
Q01574,原告,江苏省常州市新北区人民法院,,开庭信息,开庭时间,2014年11月
Q01579,被告,上海市松江区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年7月
Q01596,当事人,江苏省常熟市人民法院,,公示催告,送达时间,2012年5月
Q01598,被告,江苏省苏州工业园区人民法院,,开庭信息,开庭时间,2014年9月
Q01615,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2016年11月
Q01615,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2016年8月
