,小微企业ID,注册资金(万元),企业(机构)类型,行业门类代码,从业人数,投资总额(万元)
604,Q02006,0.0,0,4,10.0,0.0
605,Q02007,0.0,0,0,16.0,0.0
606,Q02011,0.0,0,0,12.0,0.0
607,Q02014,0.0,0,0,4.0,0.0
608,Q02016,0.0,0,4,4.0,0.0
609,Q02020,0.0,0,4,5.0,0.0
610,Q02022,2.0,1,0,9.0,0.0
611,Q02026,0.0,2,4,1.0,0.0
612,Q02027,0.0,2,4,5.0,0.0
613,Q02034,1.0,2,4,4.0,0.0
614,Q02036,0.0,0,3,1.0,0.0
615,Q02037,0.0,1,4,2.0,0.0
616,Q02040,1.0,2,4,3.0,0.0
617,Q02043,0.0,0,0,5.0,0.0
618,Q02046,1.0,10,0,0.0,1.0
619,Q02048,2.0,18,0,0.0,0.0
620,Q02051,0.0,2,4,3.0,0.0
621,Q02063,0.0,2,6,4.0,0.0
622,Q02065,1.0,2,2,3.0,0.0
623,Q02069,5.0,7,0,0.0,9.0
624,Q02074,0.0,0,0,5.0,0.0
625,Q02077,0.0,1,0,7.0,0.0
626,Q02078,0.0,0,4,0.0,0.0
627,Q02080,1.0,1,4,4.0,0.0
628,Q02081,0.0,1,9,13.0,0.0
629,Q02083,0.0,1,0,12.0,0.0
630,Q02091,0.0,2,0,2.0,0.0
631,Q02093,0.0,0,4,3.0,0.0
632,Q02094,0.0,0,0,4.0,0.0
633,Q02101,0.0,0,7,8.0,0.0
634,Q02104,0.0,0,0,10.0,0.0
635,Q02109,1.0,0,4,6.0,0.0
636,Q02114,0.0,0,0,5.0,0.0
637,Q02122,0.0,0,0,5.0,0.0
638,Q02124,0.0,0,4,4.0,0.0
639,Q02125,1.0,2,4,6.0,0.0
640,Q02135,0.0,1,0,3.0,0.0
641,Q02145,0.0,1,9,25.0,0.0
642,Q02149,0.0,1,6,9.0,0.0
643,Q02152,0.0,0,0,18.0,0.0
644,Q02155,2.0,0,4,0.0,0.0
645,Q02156,0.0,0,0,3.0,0.0
646,Q02160,0.0,0,4,4.0,0.0
647,Q02164,0.0,0,0,2.0,0.0
648,Q02168,0.0,1,0,8.0,0.0
649,Q02170,0.0,2,0,2.0,0.0
650,Q02173,1.0,8,0,0.0,1.0
651,Q02178,0.0,1,0,8.0,0.0
652,Q02180,0.0,0,0,7.0,0.0
653,Q02184,0.0,1,0,10.0,0.0
654,Q02188,0.0,2,4,8.0,0.0
655,Q02191,0.0,0,4,6.0,0.0
656,Q02197,0.0,0,0,14.0,0.0
657,Q02198,0.0,0,0,13.0,0.0
658,Q02199,0.0,0,4,2.0,0.0
659,Q02200,0.0,0,0,8.0,0.0
660,Q02203,1.0,0,4,0.0,0.0
661,Q02204,1.0,1,4,8.0,0.0
662,Q02209,0.0,8,6,0.0,0.0
663,Q02210,1.0,0,0,13.0,0.0
664,Q02215,0.0,0,0,5.0,0.0
665,Q02217,0.0,2,0,8.0,0.0
666,Q02224,1.0,0,0,7.0,0.0
667,Q02227,0.0,0,0,5.0,0.0
668,Q02229,0.0,2,0,1.0,0.0
669,Q02245,0.0,0,4,32.0,0.0
670,Q02247,0.0,1,3,8.0,0.0
671,Q02249,1.0,0,4,5.0,0.0
672,Q02257,0.0,0,7,9.0,0.0
673,Q02261,0.0,0,0,10.0,0.0
674,Q02262,0.0,0,0,13.0,0.0
675,Q02268,0.0,2,4,26.0,0.0
676,Q02271,0.0,2,10,10.0,0.0
677,Q02273,0.0,0,0,8.0,0.0
678,Q02275,0.0,0,5,3.0,0.0
679,Q02286,2.0,0,0,11.0,0.0
680,Q02293,0.0,0,6,2.0,0.0
681,Q02303,0.0,0,0,10.0,0.0
682,Q02308,0.0,0,0,8.0,0.0
683,Q02312,1.0,0,0,12.0,0.0
684,Q02316,0.0,2,6,9.0,0.0
685,Q02320,0.0,0,0,4.0,0.0
686,Q02322,2.0,1,4,5.0,0.0
687,Q02328,0.0,0,0,38.0,0.0
688,Q02330,0.0,2,0,2.0,0.0
689,Q02337,0.0,0,4,5.0,0.0
690,Q02341,0.0,2,4,2.0,0.0
691,Q02348,0.0,0,6,2.0,0.0
692,Q02353,0.0,0,3,2.0,0.0
693,Q02356,0.0,0,3,13.0,0.0
694,Q02359,0.0,0,4,6.0,0.0
695,Q02365,0.0,2,4,6.0,0.0
696,Q02366,0.0,0,7,12.0,0.0
697,Q02367,1.0,1,5,7.0,0.0
698,Q02369,0.0,2,3,2.0,0.0
699,Q02370,2.0,0,0,397.0,0.0
700,Q02371,0.0,0,4,18.0,0.0
701,Q02378,0.0,1,0,5.0,0.0
702,Q02379,0.0,0,4,0.0,0.0
703,Q02383,0.0,2,0,11.0,0.0
704,Q02385,0.0,0,6,6.0,0.0
705,Q02390,1.0,1,0,11.0,0.0
706,Q02398,1.0,0,3,12.0,0.0
707,Q02403,0.0,0,0,8.0,0.0
708,Q02408,0.0,0,4,6.0,0.0
709,Q02410,1.0,0,2,4.0,0.0
710,Q02411,1.0,0,4,0.0,0.0
711,Q02412,0.0,11,6,0.0,0.0
712,Q02413,0.0,1,0,7.0,0.0
713,Q02415,0.0,19,11,0.0,0.0
714,Q02416,0.0,2,4,2.0,0.0
715,Q02417,0.0,0,0,5.0,0.0
716,Q02421,0.0,0,7,8.0,0.0
717,Q02422,0.0,0,4,5.0,0.0
718,Q02423,2.0,3,0,0.0,2.0
719,Q02424,0.0,0,0,15.0,0.0
720,Q02425,0.0,0,0,8.0,0.0
721,Q02428,0.0,0,4,6.0,0.0
722,Q02430,0.0,0,0,8.0,0.0
723,Q02431,0.0,0,0,11.0,0.0
724,Q02432,0.0,0,4,8.0,0.0
725,Q02434,0.0,0,0,8.0,0.0
726,Q02440,0.0,1,4,7.0,0.0
727,Q02444,0.0,0,7,5.0,0.0
728,Q02448,0.0,0,6,10.0,0.0
729,Q02451,0.0,2,1,3.0,0.0
730,Q02452,0.0,0,4,3.0,0.0
731,Q02463,0.0,0,0,8.0,0.0
732,Q02467,3.0,16,0,0.0,5.0
733,Q02471,0.0,2,3,6.0,0.0
734,Q02473,1.0,1,4,10.0,0.0
735,Q02476,0.0,2,0,6.0,0.0
736,Q02478,1.0,2,4,3.0,0.0
737,Q02480,0.0,0,4,2.0,0.0
738,Q02485,0.0,2,3,2.0,0.0
739,Q02489,0.0,0,5,8.0,0.0
740,Q02498,1.0,0,0,39.0,0.0
741,Q02501,2.0,0,0,103.0,0.0
742,Q02502,0.0,1,0,7.0,0.0
743,Q02507,0.0,2,7,6.0,0.0
744,Q02512,0.0,0,0,11.0,0.0
745,Q02521,0.0,2,0,3.0,0.0
746,Q02535,0.0,1,0,8.0,0.0
747,Q02540,0.0,0,4,10.0,0.0
748,Q02543,6.0,0,1,0.0,0.0
749,Q02551,0.0,0,4,0.0,0.0
750,Q02552,0.0,0,4,5.0,0.0
751,Q02556,0.0,0,1,5.0,0.0
752,Q02558,0.0,0,0,8.0,0.0
753,Q02561,0.0,0,4,33.0,0.0
754,Q02566,0.0,0,4,10.0,0.0
755,Q02567,1.0,0,0,15.0,0.0
756,Q02568,0.0,11,6,0.0,0.0
757,Q02569,0.0,0,4,4.0,0.0
758,Q02571,0.0,0,0,20.0,0.0
759,Q02574,0.0,0,7,8.0,0.0
760,Q02577,1.0,0,6,12.0,0.0
761,Q02581,0.0,2,0,10.0,0.0
762,Q02582,0.0,1,4,10.0,0.0
763,Q02584,0.0,1,0,30.0,0.0
764,Q02587,0.0,0,0,20.0,0.0
765,Q02591,0.0,1,6,5.0,0.0
766,Q02592,0.0,1,4,3.0,0.0
767,Q02595,6.0,10,0,0.0,9.0
768,Q02598,1.0,1,4,2.0,0.0
769,Q02600,0.0,0,0,55.0,0.0
770,Q02601,0.0,2,0,7.0,0.0
771,Q02605,2.0,0,0,0.0,0.0
772,Q02608,1.0,0,0,12.0,0.0
773,Q02611,0.0,0,2,10.0,0.0
774,Q02613,1.0,2,0,9.0,0.0
775,Q02614,0.0,0,0,57.0,0.0
776,Q02615,0.0,1,0,14.0,0.0
777,Q02621,0.0,1,6,11.0,0.0
778,Q02622,0.0,0,4,5.0,0.0
779,Q02624,0.0,0,10,2.0,0.0
780,Q02630,0.0,2,4,4.0,0.0
781,Q02632,0.0,2,9,2.0,0.0
782,Q02633,1.0,0,1,21.0,0.0
783,Q02643,1.0,1,4,12.0,0.0
784,Q02652,0.0,0,0,15.0,0.0
785,Q02655,0.0,0,0,35.0,0.0
786,Q02656,0.0,2,3,9.0,0.0
787,Q02660,0.0,2,1,1.0,0.0
788,Q02661,0.0,0,0,10.0,0.0
789,Q02662,0.0,0,3,4.0,0.0
790,Q02666,0.0,2,0,11.0,0.0
791,Q02668,0.0,0,4,10.0,0.0
792,Q02672,0.0,0,0,10.0,0.0
793,Q02674,0.0,0,4,8.0,0.0
794,Q02678,1.0,3,0,0.0,1.0
795,Q02691,0.0,2,4,3.0,0.0
796,Q02694,0.0,1,4,8.0,0.0
797,Q02695,0.0,1,0,5.0,0.0
798,Q02697,0.0,0,0,22.0,0.0
799,Q02700,0.0,0,0,16.0,0.0
800,Q02702,0.0,1,0,10.0,0.0
801,Q02704,0.0,0,4,22.0,0.0
802,Q02705,1.0,2,2,3.0,0.0
803,Q02713,0.0,0,0,6.0,0.0
804,Q02717,0.0,0,0,12.0,0.0
805,Q02718,0.0,0,0,12.0,0.0
806,Q02720,1.0,2,0,28.0,0.0
807,Q02729,0.0,0,0,7.0,0.0
808,Q02737,0.0,0,5,3.0,0.0
809,Q02740,0.0,2,0,3.0,0.0
810,Q02746,0.0,0,4,4.0,0.0
811,Q02752,2.0,10,7,0.0,6.0
812,Q02760,0.0,0,4,5.0,0.0
813,Q02764,0.0,2,7,2.0,0.0
814,Q02765,0.0,2,7,2.0,0.0
815,Q02767,0.0,2,4,1.0,0.0
816,Q02770,0.0,0,0,10.0,0.0
817,Q02771,0.0,2,4,5.0,0.0
818,Q02775,0.0,6,4,0.0,0.0
819,Q02782,0.0,0,0,54.0,0.0
820,Q02787,0.0,0,0,13.0,0.0
821,Q02788,0.0,0,4,7.0,0.0
822,Q02789,0.0,1,0,10.0,0.0
823,Q02791,1.0,1,0,37.0,0.0
824,Q02795,0.0,2,0,7.0,0.0
825,Q02799,0.0,1,0,12.0,0.0
826,Q02801,0.0,0,0,2.0,0.0
827,Q02802,0.0,2,0,3.0,0.0
828,Q02803,2.0,0,6,5.0,0.0
829,Q02805,0.0,1,0,5.0,0.0
830,Q02807,0.0,0,4,4.0,0.0
831,Q02811,0.0,0,0,2.0,0.0
832,Q02813,0.0,0,1,3.0,0.0
833,Q02819,0.0,0,9,5.0,0.0
834,Q02822,0.0,0,0,15.0,0.0
835,Q02823,1.0,0,0,13.0,0.0
836,Q02824,0.0,1,4,5.0,0.0
837,Q02828,0.0,1,4,5.0,0.0
838,Q02834,0.0,0,4,5.0,0.0
839,Q02839,0.0,0,4,11.0,0.0
840,Q02841,0.0,0,4,10.0,0.0
841,Q02843,0.0,0,0,0.0,0.0
842,Q02844,0.0,0,0,11.0,0.0
843,Q02853,0.0,0,4,9.0,0.0
844,Q02854,0.0,0,0,3.0,0.0
845,Q02860,0.0,1,4,3.0,0.0
846,Q02863,0.0,0,4,7.0,0.0
847,Q02871,0.0,9,4,0.0,0.0
848,Q02881,1.0,0,7,16.0,0.0
849,Q02883,0.0,0,0,22.0,0.0
850,Q02887,0.0,0,0,3.0,0.0
851,Q02888,0.0,0,0,8.0,0.0
852,Q02890,0.0,0,4,8.0,0.0
853,Q02905,1.0,9,0,0.0,1.0
854,Q02911,0.0,2,2,5.0,0.0
855,Q02912,1.0,0,6,7.0,0.0
856,Q02913,0.0,0,0,5.0,0.0
857,Q02915,0.0,0,0,5.0,0.0
858,Q02919,1.0,1,4,7.0,0.0
859,Q02920,0.0,0,0,6.0,0.0
860,Q02921,0.0,1,3,7.0,0.0
861,Q02923,0.0,2,6,3.0,0.0
862,Q02926,1.0,0,3,4.0,0.0
863,Q02931,1.0,1,7,32.0,0.0
864,Q02935,0.0,0,0,30.0,0.0
865,Q02941,0.0,0,0,17.0,0.0
866,Q02942,3.0,1,1,15.0,0.0
867,Q02946,0.0,0,0,10.0,0.0
868,Q02949,0.0,2,0,12.0,0.0
869,Q02951,0.0,2,0,7.0,0.0
870,Q02952,1.0,0,0,120.0,0.0
871,Q02957,1.0,0,7,7.0,0.0
872,Q02960,0.0,0,3,10.0,0.0
873,Q02962,0.0,2,0,28.0,0.0
874,Q02965,2.0,1,6,6.0,0.0
875,Q02973,0.0,1,0,15.0,0.0
876,Q02977,1.0,1,3,10.0,0.0
877,Q02979,0.0,2,6,3.0,0.0
878,Q02980,0.0,2,3,4.0,0.0
879,Q02982,1.0,0,0,3.0,0.0
880,Q02984,0.0,2,0,4.0,0.0
881,Q02987,1.0,0,4,0.0,0.0
882,Q02992,0.0,1,3,5.0,0.0
883,Q02995,0.0,2,0,5.0,0.0
884,Q02996,0.0,0,4,5.0,0.0
885,Q03000,0.0,2,0,4.0,0.0
886,Q03006,1.0,2,4,3.0,0.0
887,Q03010,1.0,0,0,3.0,0.0
888,Q03016,0.0,2,4,8.0,0.0
889,Q03020,0.0,0,0,11.0,0.0
890,Q03025,1.0,0,0,15.0,0.0
891,Q03043,0.0,0,0,40.0,0.0
892,Q03047,0.0,0,0,6.0,0.0
893,Q03049,0.0,0,0,8.0,0.0
894,Q03052,0.0,0,0,8.0,0.0
895,Q03055,0.0,0,0,10.0,0.0
896,Q03058,0.0,0,0,8.0,0.0
897,Q03060,0.0,0,4,10.0,0.0
898,Q03063,0.0,2,4,5.0,0.0
899,Q03067,0.0,0,0,20.0,0.0
900,Q03071,0.0,0,0,10.0,0.0
901,Q03072,0.0,0,1,0.0,0.0
902,Q03079,0.0,1,4,7.0,0.0
903,Q03082,0.0,2,1,9.0,0.0
904,Q03084,0.0,0,0,5.0,0.0
905,Q03085,0.0,2,4,3.0,0.0
906,Q03088,3.0,20,0,0.0,0.0
907,Q03093,1.0,2,0,9.0,0.0
908,Q03098,0.0,0,0,14.0,0.0
909,Q03099,1.0,0,4,2.0,0.0
910,Q03108,0.0,2,0,11.0,0.0
911,Q03115,0.0,1,4,4.0,0.0
912,Q03118,0.0,0,0,15.0,0.0
913,Q03124,0.0,1,4,3.0,0.0
914,Q03130,0.0,2,4,7.0,0.0
915,Q03131,0.0,2,9,0.0,0.0
916,Q03134,7.0,0,0,2192.0,0.0
917,Q03135,2.0,0,6,2.0,0.0
918,Q03140,2.0,0,0,0.0,1.0
919,Q03144,0.0,0,0,8.0,0.0
920,Q03146,0.0,1,0,7.0,0.0
921,Q03148,1.0,0,0,8.0,0.0
922,Q03149,0.0,0,4,10.0,0.0
923,Q03150,1.0,0,0,38.0,0.0
924,Q03154,1.0,1,4,8.0,0.0
925,Q03165,2.0,0,6,0.0,0.0
926,Q03167,1.0,10,0,9.0,1.0
927,Q03171,0.0,0,4,8.0,0.0
928,Q03173,0.0,0,0,7.0,0.0
929,Q03175,0.0,0,4,2.0,0.0
930,Q03176,0.0,0,0,7.0,0.0
931,Q03183,0.0,2,4,3.0,0.0
932,Q03186,1.0,0,0,10.0,0.0
933,Q03189,0.0,3,5,0.0,0.0
934,Q03191,0.0,2,10,3.0,0.0
935,Q03192,0.0,0,0,24.0,0.0
936,Q03195,1.0,0,0,12.0,0.0
937,Q03200,0.0,11,7,0.0,0.0
938,Q03204,0.0,10,0,19.0,0.0
939,Q03205,0.0,0,4,5.0,0.0
940,Q03206,1.0,0,0,51.0,0.0
941,Q03210,0.0,1,0,5.0,0.0
942,Q03213,1.0,0,6,0.0,0.0
943,Q03214,1.0,0,4,0.0,0.0
944,Q03217,0.0,1,0,17.0,0.0
945,Q03219,0.0,2,4,39.0,0.0
946,Q03224,0.0,0,0,8.0,0.0
947,Q03225,1.0,0,0,52.0,0.0
948,Q03226,1.0,0,7,8.0,0.0
949,Q03233,0.0,2,4,3.0,0.0
950,Q03234,0.0,0,4,2.0,0.0
951,Q03235,0.0,1,0,4.0,0.0
952,Q03236,0.0,0,0,7.0,0.0
953,Q03238,0.0,2,4,2.0,0.0
954,Q03240,0.0,0,4,2.0,0.0
955,Q03241,0.0,1,7,4.0,0.0
956,Q03247,0.0,1,6,8.0,0.0
957,Q03248,0.0,1,4,4.0,0.0
958,Q03250,0.0,0,7,10.0,0.0
959,Q03260,0.0,1,4,3.0,0.0
960,Q03261,0.0,0,0,8.0,0.0
961,Q03262,1.0,0,0,8.0,0.0
962,Q03267,0.0,2,4,5.0,0.0
963,Q03272,0.0,0,0,4.0,0.0
964,Q03274,1.0,2,4,3.0,0.0
965,Q03275,0.0,9,7,0.0,0.0
966,Q03276,1.0,0,0,8.0,0.0
967,Q03277,0.0,0,4,7.0,0.0
968,Q03279,6.0,10,0,0.0,8.0
969,Q03286,0.0,0,5,6.0,0.0
970,Q03292,0.0,0,4,6.0,0.0
971,Q03300,0.0,0,4,6.0,0.0
972,Q03305,0.0,0,1,3.0,0.0
973,Q03307,0.0,11,3,0.0,0.0
974,Q03308,0.0,0,0,8.0,0.0
975,Q03312,0.0,0,4,3.0,0.0
976,Q03322,0.0,1,8,10.0,0.0
977,Q03326,0.0,1,0,5.0,0.0
978,Q03327,0.0,0,0,11.0,0.0
979,Q03329,0.0,8,0,0.0,0.0
980,Q03330,0.0,2,4,2.0,0.0
981,Q03331,0.0,0,4,10.0,0.0
982,Q03333,0.0,1,3,4.0,0.0
983,Q03341,1.0,0,0,0.0,0.0
984,Q03343,0.0,1,4,20.0,0.0
985,Q03344,0.0,0,4,5.0,0.0
986,Q03346,0.0,2,6,6.0,0.0
987,Q03348,0.0,17,4,0.0,0.0
988,Q03359,0.0,0,4,10.0,0.0
989,Q03360,1.0,0,7,10.0,0.0
990,Q03362,0.0,2,0,13.0,0.0
991,Q03365,1.0,0,0,6.0,0.0
992,Q03366,0.0,0,4,4.0,0.0
993,Q03369,1.0,0,4,15.0,0.0
994,Q03373,0.0,0,15,12.0,0.0
995,Q03374,3.0,2,3,4.0,0.0
996,Q03375,0.0,0,4,5.0,0.0
997,Q03381,0.0,0,0,37.0,0.0
998,Q03386,0.0,0,1,5.0,0.0
999,Q03393,0.0,0,7,8.0,0.0
1000,Q03396,0.0,0,0,10.0,0.0
1001,Q03399,0.0,0,6,12.0,0.0
1002,Q03406,0.0,1,4,11.0,0.0
1003,Q03412,1.0,0,0,8.0,0.0
1004,Q03413,0.0,0,3,8.0,0.0
1005,Q03418,3.0,0,0,12.0,0.0
1006,Q03424,0.0,0,4,23.0,0.0
1007,Q03425,1.0,0,5,8.0,0.0
1008,Q03450,1.0,9,0,0.0,1.0
1009,Q03454,2.0,1,3,2.0,0.0
1010,Q03464,1.0,0,3,10.0,0.0
1011,Q03466,0.0,0,0,15.0,0.0
1012,Q03467,1.0,2,0,6.0,0.0
1013,Q03469,2.0,0,1,8.0,0.0
1014,Q03472,0.0,0,0,4.0,0.0
1015,Q03476,1.0,1,0,50.0,0.0
1016,Q03477,0.0,17,0,0.0,0.0
1017,Q03479,0.0,2,0,6.0,0.0
1018,Q03485,0.0,0,0,10.0,0.0
1019,Q03492,0.0,0,4,7.0,0.0
1020,Q03498,0.0,0,9,13.0,0.0
1021,Q03499,0.0,0,3,9.0,0.0
1022,Q03500,0.0,0,4,4.0,0.0
1023,Q03506,0.0,0,0,6.0,0.0
1024,Q03507,0.0,2,0,3.0,0.0
1025,Q03513,0.0,0,0,12.0,0.0
1026,Q03516,0.0,0,0,10.0,0.0
1027,Q03517,0.0,0,0,60.0,0.0
1028,Q03523,0.0,0,4,13.0,0.0
1029,Q03527,0.0,6,7,0.0,0.0
1030,Q03528,0.0,0,0,20.0,0.0
1031,Q03532,0.0,0,4,7.0,0.0
1032,Q03533,0.0,0,4,2.0,0.0
1033,Q03535,0.0,0,0,3.0,0.0
1034,Q03537,1.0,0,6,6.0,0.0
1035,Q03538,0.0,0,0,17.0,0.0
1036,Q03539,0.0,0,4,8.0,0.0
1037,Q03541,0.0,0,4,10.0,0.0
1038,Q03544,1.0,2,0,15.0,0.0
1039,Q03547,1.0,0,2,30.0,0.0
1040,Q03550,0.0,2,3,9.0,0.0
1041,Q03551,0.0,0,0,10.0,0.0
1042,Q03552,0.0,1,4,7.0,0.0
1043,Q03554,0.0,1,0,43.0,0.0
1044,Q03555,3.0,16,0,0.0,4.0
1045,Q03557,0.0,0,3,7.0,0.0
1046,Q03559,0.0,1,6,30.0,0.0
1047,Q03563,1.0,0,6,2.0,0.0
1048,Q03566,0.0,0,4,5.0,0.0
1049,Q03568,0.0,0,0,18.0,0.0
1050,Q03572,0.0,0,4,3.0,0.0
1051,Q03574,0.0,0,0,10.0,0.0
1052,Q03575,3.0,9,0,0.0,5.0
1053,Q03578,0.0,1,4,7.0,0.0
1054,Q03583,0.0,8,0,0.0,0.0
1055,Q03584,0.0,0,4,5.0,0.0
1056,Q03591,0.0,0,0,10.0,0.0
1057,Q03592,0.0,0,4,6.0,0.0
1058,Q03596,0.0,0,0,0.0,0.0
1059,Q03597,9.0,14,16,0.0,0.0
1060,Q03599,0.0,1,0,5.0,0.0
1061,Q03600,0.0,0,4,10.0,0.0
1062,Q03607,0.0,1,0,10.0,0.0
1063,Q03626,0.0,0,4,2.0,0.0
1064,Q03627,0.0,0,0,12.0,0.0
1065,Q03628,0.0,1,6,5.0,0.0
1066,Q03631,2.0,0,0,20.0,0.0
1067,Q03637,0.0,2,4,1.0,0.0
1068,Q03638,1.0,2,0,43.0,0.0
1069,Q03643,0.0,1,0,7.0,0.0
1070,Q03645,0.0,0,4,21.0,0.0
1071,Q03647,0.0,0,0,22.0,0.0
1072,Q03649,5.0,0,9,0.0,0.0
1073,Q03652,0.0,0,4,6.0,0.0
1074,Q03653,0.0,0,4,3.0,0.0
1075,Q03655,0.0,0,4,8.0,0.0
1076,Q03658,0.0,1,4,12.0,0.0
1077,Q03659,0.0,8,4,0.0,0.0
1078,Q03660,1.0,0,9,0.0,0.0
1079,Q03665,0.0,0,4,7.0,0.0
1080,Q03666,1.0,0,0,11.0,0.0
1081,Q03667,5.0,9,0,0.0,9.0
1082,Q03668,0.0,0,0,2.0,0.0
1083,Q03669,0.0,0,0,7.0,0.0
1084,Q03670,0.0,0,7,2.0,0.0
1085,Q03673,0.0,0,0,11.0,0.0
1086,Q03677,0.0,0,0,2.0,0.0
1087,Q03680,9.0,0,1,0.0,0.0
1088,Q03681,0.0,0,0,29.0,0.0
1089,Q03682,0.0,2,7,9.0,0.0
1090,Q03685,0.0,0,0,10.0,0.0
1091,Q03686,0.0,0,0,11.0,0.0
1092,Q03689,1.0,0,3,8.0,0.0
1093,Q03690,0.0,0,0,12.0,0.0
1094,Q03693,0.0,2,4,2.0,0.0
1095,Q03696,1.0,0,6,0.0,0.0
1096,Q03697,0.0,1,4,4.0,0.0
1097,Q03700,0.0,1,0,6.0,0.0
1098,Q03710,0.0,2,4,9.0,0.0
1099,Q03713,0.0,0,0,7.0,0.0
1100,Q03717,0.0,0,0,9.0,0.0
1101,Q03719,1.0,0,4,52.0,0.0
1102,Q03721,1.0,0,0,13.0,0.0
1103,Q03723,4.0,1,0,34.0,0.0
1104,Q03725,0.0,0,4,4.0,0.0
1105,Q03727,1.0,2,6,2.0,0.0
1106,Q03728,0.0,1,1,20.0,0.0
1107,Q03729,0.0,2,7,4.0,0.0
1108,Q03730,0.0,0,3,10.0,0.0
1109,Q03732,0.0,1,4,10.0,0.0
1110,Q03737,0.0,2,7,11.0,0.0
1111,Q03739,0.0,0,7,7.0,0.0
1112,Q03742,0.0,2,0,4.0,0.0
1113,Q03743,0.0,0,0,4.0,0.0
1114,Q03744,0.0,2,0,1.0,0.0
1115,Q03745,0.0,0,0,3.0,0.0
1116,Q03746,0.0,0,0,3.0,0.0
1117,Q03747,0.0,2,0,3.0,0.0
1118,Q03748,0.0,0,7,0.0,0.0
1119,Q03749,0.0,2,4,3.0,0.0
1120,Q03750,0.0,1,0,12.0,0.0
1121,Q03753,0.0,7,0,0.0,0.0
1122,Q03757,2.0,6,0,0.0,2.0
1123,Q03763,0.0,0,0,10.0,0.0
1124,Q03766,0.0,0,4,2.0,0.0
1125,Q03770,0.0,0,1,8.0,0.0
1126,Q03771,1.0,0,0,4.0,0.0
1127,Q03772,4.0,0,3,12.0,0.0
1128,Q03774,0.0,0,9,11.0,0.0
1129,Q03775,2.0,0,4,18.0,0.0
1130,Q03776,1.0,1,2,11.0,0.0
1131,Q03783,0.0,2,4,3.0,0.0
1132,Q03784,1.0,0,0,4.0,0.0
1133,Q03787,0.0,0,0,50.0,0.0
1134,Q03792,0.0,0,4,10.0,0.0
1135,Q03794,0.0,0,0,2.0,0.0
1136,Q03795,1.0,0,4,3.0,0.0
1137,Q03798,0.0,0,6,5.0,0.0
1138,Q03801,0.0,2,4,9.0,0.0
1139,Q03802,0.0,2,0,16.0,0.0
1140,Q03803,0.0,0,4,62.0,0.0
1141,Q03808,0.0,12,0,0.0,0.0
1142,Q03812,0.0,1,4,8.0,0.0
1143,Q03813,0.0,0,4,3.0,0.0
1144,Q03816,0.0,0,0,5.0,0.0
1145,Q03817,1.0,0,11,4.0,0.0
1146,Q03818,0.0,0,0,22.0,0.0
1147,Q03824,0.0,0,0,2.0,0.0
1148,Q03825,0.0,0,0,10.0,0.0
1149,Q03828,5.0,0,2,0.0,0.0
1150,Q03829,0.0,0,5,6.0,0.0
1151,Q03831,0.0,0,0,5.0,0.0
1152,Q03833,0.0,0,0,11.0,0.0
1153,Q03839,0.0,0,3,15.0,0.0
1154,Q03847,0.0,2,4,8.0,0.0
1155,Q03850,1.0,0,0,1.0,0.0
1156,Q03852,0.0,1,0,13.0,0.0
1157,Q03855,0.0,0,0,7.0,0.0
1158,Q03857,0.0,0,0,5.0,0.0
1159,Q03858,0.0,1,0,2.0,0.0
1160,Q03866,0.0,0,4,6.0,0.0
1161,Q03867,0.0,1,5,17.0,0.0
1162,Q03869,0.0,0,0,40.0,0.0
1163,Q03870,0.0,0,4,6.0,0.0
1164,Q03878,0.0,0,2,7.0,0.0
1165,Q03880,0.0,0,4,9.0,0.0
1166,Q03881,0.0,8,0,0.0,0.0
1167,Q03882,0.0,0,4,4.0,0.0
1168,Q03889,0.0,0,0,11.0,0.0
1169,Q03891,0.0,0,0,4.0,0.0
1170,Q03893,0.0,11,7,0.0,0.0
1171,Q03897,0.0,0,0,5.0,0.0
1172,Q03903,0.0,1,0,16.0,0.0
1173,Q03908,0.0,7,0,0.0,0.0
1174,Q03909,1.0,0,0,12.0,0.0
1175,Q03910,0.0,2,6,8.0,0.0
1176,Q03914,0.0,2,0,4.0,0.0
1177,Q03926,0.0,0,3,5.0,0.0
1178,Q03935,1.0,0,0,8.0,0.0
1179,Q03937,4.0,9,6,0.0,7.0
1180,Q03938,0.0,0,3,5.0,0.0
1181,Q03950,1.0,8,0,0.0,1.0
1182,Q03952,0.0,0,4,6.0,0.0
1183,Q03957,0.0,0,0,10.0,0.0
1184,Q03960,1.0,0,6,2.0,0.0
1185,Q03963,1.0,0,0,27.0,0.0
1186,Q03964,1.0,2,4,10.0,0.0
1187,Q03965,0.0,0,1,6.0,0.0
1188,Q03967,0.0,0,0,22.0,0.0
1189,Q03968,1.0,0,0,18.0,0.0
1190,Q03969,3.0,2,7,51.0,0.0
1191,Q03970,0.0,0,0,22.0,0.0
1192,Q03972,0.0,2,4,9.0,0.0
1193,Q03973,0.0,0,0,25.0,0.0
1194,Q03981,0.0,2,6,3.0,0.0
1195,Q03982,0.0,0,4,4.0,0.0
1196,Q03983,0.0,0,4,5.0,0.0
1197,Q03984,0.0,0,11,8.0,0.0
1198,Q03985,0.0,0,4,2.0,0.0
1199,Q03986,0.0,1,4,4.0,0.0
1200,Q03992,0.0,0,6,9.0,0.0
